Income_Category,Card_Category,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Transaction_Amount_Change_Q4_Q1,Transaction_Count_Change_Q4_Q1,Avg_Utilization_Ratio,Customer_Tenure_Years,Average_Transaction_Value,Available_Credit_Ratio,Revolving_Balance_Ratio,Contact_Frequency,Inactivity_Ratio,Actual_Churn,Predicted_Churn,Churn_Probability,Churn_Probability_%,Predicted_Status,High_Risk,Risk_Category,High_Value,High_Value_At_Risk
4,0,0,1,0,0,0,0,0,1,0,52,1,2,41,1,0.643,0.5,0.026,3.416666667,50.61111111,0.97442213,0.02557787,0.083333333,0.25,1,1,0.714397539,71.44,Churn,1,High Risk,0,0
4,0,0,0,0,0,0,1,1,0,0,38,1,1,16,3,0.61,0.905,0.113,1.333333333,53.4,0.886989554,0.113010446,0.333333333,0.083333333,1,0,0.049827159,4.98,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,0,1,1,0,0,53,1,2,36,2,0.713,0.25,0,3,37.85,1,0,0.083333333,0.166666667,1,1,0.921471304,92.15,Churn,1,High Risk,0,0
1,0,0,0,0,0,1,0,1,0,0,45,0,4,36,3,1.612,0.464,0.736,3,48.73170732,0.263902282,0.736097718,0.25,0.083333333,0,0,0.06809935,6.81,Retained,0,Lower Risk,0,0
1,0,0,0,1,0,0,0,0,1,0,36,1,2,32,3,0.821,0.659,0.571,2.666666667,32.50684932,0.428624674,0.571375326,0.166666667,0.416666667,0,0,0.01670183,1.67,Retained,0,Lower Risk,0,0
2,0,0,0,1,0,0,0,0,1,0,49,1,3,40,3,0.781,0.787,0.21,3.333333333,42.01190476,0.79047619,0.20952381,0.166666667,0.333333333,0,0,0.202610964,20.26,Retained,0,Lower Risk,0,0
3,0,0,0,1,0,0,0,0,0,0,41,1,2,36,6,0.833,0.872,0.603,3,64.31506849,0.397310513,0.602689487,0.166666667,0.166666667,0,0,0.00643749,0.64,Retained,0,Lower Risk,0,0
4,0,0,0,0,0,1,0,1,0,0,61,1,0,36,4,0.424,0.5,0.104,3,61.40740741,0.895871256,0.104128744,0.333333333,0.25,0,0,0.213918001,21.39,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,1,0,0,1,0,42,1,3,36,3,1.087,1.235,0.162,3,30.36842105,0.838108136,0.161891864,0,0.083333333,0,0,0.001892922,0.19,Retained,0,Lower Risk,0,0
3,0,0,0,1,0,0,0,0,1,0,35,1,3,28,4,1.023,1.125,0.1,2.333333333,33.23529412,0.90044267,0.09955733,0.166666667,0.166666667,0,0,0.011428309,1.14,Retained,0,Lower Risk,0,0
2,1,0,0,0,0,0,1,1,0,0,41,1,3,35,2,0.944,0.623,0.035,2.916666667,133.5178571,0.964501756,0.035498244,0.166666667,0.25,0,0,0.337333811,33.73,Retained,0,Lower Risk,0,0
4,0,0,0,0,0,0,1,1,0,0,53,1,1,42,4,0.432,0.333,0.105,3.5,28.03571429,0.894705247,0.105294753,0.333333333,0.083333333,0,0,0.016200783,1.62,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,1,0,1,0,43,0,2,36,6,0.58,0.233,0.775,3,41.37837838,0.224733208,0.775266792,0.333333333,0.083333333,0,0,0.086398967,8.64,Retained,0,Lower Risk,0,0
4,0,0,0,1,0,0,0,0,0,0,55,1,2,46,5,1.059,0.465,0.15,3.833333333,78.3968254,0.850427858,0.149572142,0.166666667,0.25,1,1,0.611891064,61.19,Churn,1,High Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,52,0,3,36,5,0.554,0.5,0.42,3,65,0.579501169,0.420498831,0.25,0.25,1,0,0.458653445,45.87,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,0,1,0,36,0,3,22,3,0.525,0.676,0.854,1.833333333,35.45614035,0.145833333,0.854166667,0.083333333,0.25,1,0,0.061751059,6.18,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,0,0,1,42,0,3,28,1,0.493,0.679,0.46,2.333333333,54.28723404,0.539937854,0.460062146,0.25,0.166666667,0,0,0.403612467,40.36,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,0,1,0,0,59,0,0,53,3,0.896,0.927,0,4.416666667,56.41772152,1,0,0,0.166666667,0,0,0.028840051,2.88,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,0,1,0,65,0,1,46,3,0.907,0.649,0,3.833333333,65.93442623,1,0,0.166666667,0.25,0,0,0.288379436,28.84,Retained,0,Lower Risk,0,0
4,0,0,0,0,0,1,0,1,0,0,52,1,1,46,5,0.677,0.6,0.235,3.833333333,50.2125,0.765123313,0.234876687,0.333333333,0.166666667,0,0,0.046878607,4.69,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,54,0,4,45,6,0.924,0.891,0.878,3.75,59.95402299,0.122110553,0.877889447,0.166666667,0.166666667,0,0,0.003262113,0.33,Retained,0,Lower Risk,0,0
3,1,0,1,0,0,0,0,0,1,0,50,1,1,43,6,0.807,1,0.013,3.583333333,125.625,0.987484065,0.012515935,0.25,0.25,1,1,0.577306824,57.73,Churn,1,High Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,39,0,1,29,4,0.736,0.667,0.66,2.416666667,64.95384615,0.340193284,0.659806716,0.333333333,0.166666667,0,0,0.070445143,7.04,Retained,0,Lower Risk,0,0
4,0,0,1,0,0,0,0,1,0,0,57,1,4,51,4,0.71,1.417,0.184,4.25,40.68965517,0.81607693,0.18392307,0.083333333,0.25,0,0,0.010987345,1.1,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,0,1,0,62,1,1,51,6,0.583,0.674,0,4.25,60,1,0,0.25,0.166666667,0,0,0.035360476,3.54,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,44,0,5,35,4,2.275,1.083,0.156,2.916666667,54.36,0.844093735,0.155906265,0.166666667,0.083333333,0,0,0.000627344,0.06,Retained,0,Lower Risk,0,0
2,0,0,1,0,0,0,0,1,0,0,55,1,1,36,4,0.397,0.75,0.273,3,45.75,0.726746678,0.273253322,0.25,0.166666667,0,0,0.047670455,4.77,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,61,0,0,49,6,0.94,0.818,0,4.083333333,42,1,0,0.25,0.166666667,1,0,0.038304773,3.83,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,1,0,0,56,0,3,47,4,0.896,0.529,0.614,3.916666667,58.66666667,0.386388584,0.613611416,0.166666667,0.083333333,0,0,0.043513829,4.35,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,0,1,1,0,0,42,1,3,36,5,0.792,1.043,0.082,3,33.65957447,0.917777163,0.082222837,0.166666667,0.166666667,0,0,0.018875876,1.89,Retained,0,Lower Risk,0,0
4,0,0,0,0,1,0,0,0,0,1,48,1,3,35,2,0.464,0.333,0,2.916666667,37.09090909,1,0,0.5,0.166666667,1,1,0.997784114,99.78,Churn,1,High Risk,0,0
3,0,0,1,0,0,0,0,1,0,0,42,1,3,26,1,0.668,0.49,0.158,2.166666667,53.55263158,0.842099057,0.157900943,0.25,0.166666667,0,1,0.799807383,79.98,Churn,1,High Risk,0,0
0,0,0,0,0,0,0,1,1,0,0,44,0,1,38,5,0.459,0.028,0.246,3.166666667,38.48648649,0.753547193,0.246452807,0.333333333,0.166666667,0,0,0.227475735,22.75,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,38,0,3,18,6,0.886,0.567,0.575,1.5,38.27659574,0.425444596,0.574555404,0.166666667,0.25,0,0,0.017522079,1.75,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,52,0,3,47,4,0.74,0.744,0.341,3.916666667,66.94666667,0.658905704,0.341094296,0.166666667,0.333333333,0,0,0.081628251,8.16,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,0,1,0,34,0,1,25,6,0.587,0.681,0.602,2.083333333,53.63291139,0.398289327,0.601710673,0.166666667,0.083333333,0,0,0.010162516,1.02,Retained,0,Lower Risk,0,0
1,0,0,0,1,0,0,0,0,1,0,44,0,2,25,6,0.981,0.787,0.763,2.083333333,51.33333333,0.237041528,0.762958472,0.25,0.166666667,0,0,0.01740995,1.74,Retained,0,Lower Risk,0,0
1,0,0,0,1,0,0,0,1,0,0,29,1,1,36,3,0.742,0.577,0,3,52.29268293,1,0,0.25,0.083333333,0,0,0.092693898,9.27,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,0,1,0,52,0,1,37,5,1.028,0.586,0,3.083333333,65.30434783,1,0,0.333333333,0.25,1,1,0.626957661,62.7,Churn,1,High Risk,0,0
0,0,0,0,1,0,0,0,1,0,0,45,0,5,34,4,0.646,0.725,0.625,2.833333333,57.57954545,0.374876847,0.625123153,0.166666667,0.083333333,0,0,0.002319103,0.23,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,0,1,42,0,2,34,5,0.655,0.455,0.059,2.833333333,37.33333333,0.94105198,0.05894802,0.166666667,0.166666667,0,0,0.281619892,28.16,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,42,0,3,37,5,0.539,0.528,0,3.083333333,55.30909091,1,0,0.333333333,0.25,0,1,0.759085619,75.91,Churn,1,High Risk,0,0
2,0,0,0,0,0,0,0,0,1,0,41,1,3,28,6,1.047,0.761,0.422,2.333333333,47.12345679,0.578325629,0.421674371,0,0.25,0,0,0.001172116,0.12,Retained,0,Lower Risk,0,0
4,1,0,0,0,0,0,1,0,1,0,39,1,4,26,6,0.887,1.1,0.073,2.166666667,40.21428571,0.927077297,0.072922703,0.166666667,0.166666667,0,0,0.002962856,0.3,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,0,0,45,0,3,33,3,0.65,0.743,0.209,2.75,57.86885246,0.790718653,0.209281347,0.166666667,0.25,0,0,0.053407034,5.34,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,0,1,0,42,0,5,30,2,0.823,0.915,0,2.5,91.08888889,1,0,0.25,0.25,0,0,0.431874447,43.19,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,0,0,1,0,0,37,1,2,17,5,1.669,0.947,0.43,1.416666667,77.40540541,0.570071259,0.429928741,0.166666667,0.25,0,0,0.00830053,0.83,Retained,0,Lower Risk,0,0
2,0,0,1,0,0,0,0,1,0,0,37,1,3,28,2,1.022,0.833,0.075,2.333333333,121.0649351,0.9253941,0.0746059,0.166666667,0.25,1,0,0.261915605,26.19,Retained,0,Lower Risk,0,0
2,0,0,1,0,0,0,0,1,0,0,33,1,2,13,3,0.68,0.762,0.877,1.083333333,37.24324324,0.123280693,0.876719307,0.25,0.25,0,0,0.028211278,2.82,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,1,0,0,54,0,1,43,3,0.687,0.333,0.365,3.583333333,37.27272727,0.635211509,0.364788491,0.166666667,0.25,0,0,0.306165992,30.62,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,0,1,0,46,1,4,33,5,0.663,1.053,0.737,2.75,57.17948718,0.26275833,0.73724167,0.083333333,0.083333333,0,0,0.000452303,0.05,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,0,1,61,0,1,50,5,0.464,0.806,0.125,4.166666667,72.38461538,0.875058113,0.124941887,0.166666667,0.083333333,0,0,0.006226318,0.62,Retained,0,Lower Risk,0,0
2,0,0,0,0,0,0,0,1,0,0,52,1,3,42,5,0.764,0.914,0.276,3.5,61.7761194,0.724424973,0.275575027,0.083333333,0.25,0,0,0.007243723,0.72,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,60,0,0,51,6,0.637,0.488,0.805,4.25,80.80327869,0.194618834,0.805381166,0.166666667,0.083333333,0,0,0.041359135,4.14,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,0,1,0,48,1,4,36,6,0.605,0.882,0.031,3,55.890625,0.968958173,0.031041827,0.083333333,0.333333333,0,0,0.011531039,1.15,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,0,1,0,38,0,3,36,2,0.564,0.812,0.735,3,53.36781609,0.265159301,0.734840699,0.083333333,0.25,0,0,0.063453411,6.35,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,0,0,43,0,3,33,6,0.959,0.457,0,2.75,69.13432836,1,0,0.333333333,0.25,0,1,0.889560399,88.96,Churn,1,High Risk,0,0
2,0,0,0,1,0,0,0,0,1,0,62,1,0,51,3,0.674,0.857,0,4.25,40.61538462,1,0,0.333333333,0.166666667,1,0,0.191459159,19.15,Retained,0,Lower Risk,0,0
3,0,0,0,1,0,0,0,1,0,0,41,1,3,35,6,0.888,0.634,0.139,2.916666667,61.82089552,0.86091213,0.13908787,0.083333333,0.166666667,0,0,0.016357385,1.64,Retained,0,Lower Risk,0,0
2,0,0,0,0,0,0,1,0,0,1,56,1,1,43,2,0.656,0.75,0.102,3.583333333,154.7692308,0.897849462,0.102150538,0.25,0.166666667,0,0,0.031681951,3.17,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,1,0,0,44,0,4,38,6,0.992,0.75,0.18,3.166666667,81.39285714,0.81960492,0.18039508,0.166666667,0.083333333,0,0,0.022781822,2.28,Retained,0,Lower Risk,0,0
2,0,0,0,0,0,1,0,0,1,0,55,1,2,36,5,0.596,0.571,0.407,3,64.8030303,0.592529711,0.407470289,0.333333333,0.083333333,0,0,0.013807607,1.38,Retained,0,Lower Risk,0,0
3,0,0,0,1,0,0,0,0,0,0,43,1,4,36,3,0.864,0.738,0.03,3,57.42465753,0.96963727,0.03036273,0.166666667,0.25,0,0,0.094841807,9.48,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,1,0,0,45,1,2,34,5,0.825,0.474,0.069,2.833333333,45.78571429,0.931373296,0.068626704,0.25,0.083333333,0,0,0.058467595,5.85,Retained,0,Lower Risk,0,0
2,2,0,1,0,0,0,0,0,1,0,49,1,2,45,2,0.698,0.86,0.026,3.75,96.3875,0.973548499,0.026451501,0.083333333,0.25,0,0,0.074294498,7.43,Retained,0,Lower Risk,0,0
1,0,0,0,0,1,0,0,1,0,0,50,0,1,41,6,0.838,0.312,0.283,3.416666667,55.92857143,0.717237308,0.282762692,0.25,0.25,1,1,0.693930952,69.39,Churn,1,High Risk,0,0
1,0,0,0,0,1,0,0,1,0,0,48,1,2,36,4,1.004,0.854,0.212,3,55.88157895,0.78839555,0.21160445,0.166666667,0.25,0,0,0.015521076,1.55,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,1,0,0,42,0,4,30,3,0.831,0.811,0.645,2.5,65.26865672,0.355323318,0.644676682,0.083333333,0.166666667,0,0,0.013718042,1.37,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,1,0,0,52,0,2,41,4,0.962,0.59,0.429,3.416666667,55,0.570868946,0.429131054,0.166666667,0.166666667,0,0,0.060726573,6.07,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,0,0,53,0,1,46,5,0.667,0.694,0.389,3.833333333,73.52459016,0.610689252,0.389310748,0.25,0.333333333,0,0,0.192113977,19.21,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,0,1,0,52,0,3,37,4,0.785,0.927,0.596,3.083333333,63.25316456,0.404118404,0.595881596,0.166666667,0.166666667,0,0,0.013143834,1.31,Retained,0,Lower Risk,0,0
4,0,0,1,0,0,0,0,0,1,0,49,1,3,29,5,0.767,0.736,0.063,2.416666667,52.67391304,0.937431634,0.062568366,0.166666667,0.166666667,0,0,0.022915507,2.29,Retained,0,Lower Risk,0,0
2,0,0,0,0,1,0,0,1,0,0,38,1,3,36,4,0.593,0.647,0,3,65.82142857,1,0,0.166666667,0.25,0,0,0.12975954,12.98,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,32,0,0,36,5,0.841,0.971,0,3,128.6567164,1,0,0.25,0.25,1,1,0.794834161,79.48,Churn,1,High Risk,0,0
0,0,0,0,0,0,0,0,1,0,0,45,0,2,36,1,0.789,0.6,0,3,21.25,1,0,0.166666667,0.25,1,1,0.896388326,89.64,Churn,1,High Risk,0,0
1,0,0,0,0,0,0,0,0,0,0,51,0,3,31,6,0.699,0.814,0.48,2.583333333,54.80769231,0.519869942,0.480130058,0.166666667,0.166666667,0,0,0.01373599,1.37,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,0,1,0,54,0,2,48,5,0.646,0.511,0.286,4,51.57352941,0.713726343,0.286273657,0.166666667,0.25,0,0,0.299203088,29.92,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,0,0,30,0,0,17,4,1.177,0.891,0,1.416666667,37.86206897,1,0,0.25,0.083333333,0,0,0.011109049,1.11,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,0,1,0,65,0,0,55,3,0.579,0.548,0,4.583333333,71.12307692,1,0,0,0.25,0,0,0.086980497,8.7,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,1,0,0,37,0,2,29,2,0.535,0.353,0.771,2.416666667,46.95652174,0.228504122,0.771495878,0.5,0.166666667,1,1,0.993614218,99.36,Churn,1,High Risk,0,0
3,0,0,0,0,0,1,0,0,1,0,42,1,2,37,3,0.679,1,0.082,3.083333333,54.95454545,0.917794072,0.082205928,0.333333333,0.25,0,0,0.062917548,6.29,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,1,0,0,1,46,0,4,38,4,0.8,0.86,0,3.166666667,54.8,1,0,0.25,0.166666667,0,0,0.098068538,9.81,Retained,0,Lower Risk,0,0
4,0,0,1,0,0,0,0,0,1,0,51,1,4,36,2,0.663,0.821,0.678,3,65.83098592,0.322285354,0.677714646,0.083333333,0.083333333,0,0,0.001420516,0.14,Retained,0,Lower Risk,0,0
4,0,0,1,0,0,0,0,1,0,0,39,1,1,25,6,1.356,0.52,0.265,2.083333333,51.89473684,0.734732824,0.265267176,0.166666667,0.25,0,0,0.007363005,0.74,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,0,0,0,52,0,4,48,5,0.652,0.947,0.536,4,68.28378378,0.463950497,0.536049503,0.166666667,0.416666667,0,0,0.029686833,2.97,Retained,0,Lower Risk,0,0
1,1,1,0,0,0,0,0,1,0,0,41,0,3,33,1,0.875,0.797,0.045,2.75,117.8629032,0.954998358,0.045001642,0.166666667,0.083333333,0,0,0.040672905,4.07,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,1,0,0,43,0,3,31,3,0.853,0.78,0.757,2.583333333,63.31506849,0.242570579,0.757429421,0.083333333,0.25,0,0,0.026995315,2.7,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,1,0,0,57,0,5,49,4,0.842,1.226,0.762,4.083333333,57.08695652,0.237503787,0.762496213,0.166666667,0.166666667,0,0,0.006245819,0.62,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,0,1,1,0,0,53,1,5,48,6,0.821,0.857,0.196,4,55.88461538,0.803614584,0.196385416,0,0.083333333,0,0,0.000339941,0.03,Retained,0,Lower Risk,0,0
2,0,0,0,1,0,0,0,1,0,0,41,1,2,30,6,0.587,0.593,0.187,2.5,33.88372093,0.812791684,0.187208316,0.166666667,0.25,0,0,0.067235872,6.72,Retained,0,Lower Risk,0,0
2,0,0,0,1,0,0,0,1,0,0,54,1,3,43,6,0.745,0.8,0.705,3.583333333,42.16666667,0.294642857,0.705357143,0.333333333,0.25,0,0,0.01925426,1.93,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,0,1,0,43,0,4,38,2,0.782,0.698,0,3.166666667,148.2111111,1,0,0.166666667,0.083333333,0,0,0.010463173,1.05,Retained,0,Lower Risk,0,0
2,1,0,0,1,0,0,0,0,1,0,60,1,1,55,5,0.709,0.696,0.048,4.583333333,157.4105263,0.95242786,0.04757214,0.25,0.416666667,0,0,0.101300179,10.13,Retained,0,Lower Risk,0,0
4,0,0,0,1,0,0,0,1,0,0,57,1,1,46,3,0.735,0.714,0.079,3.833333333,42.08333333,0.920754361,0.079245639,0.333333333,0.25,0,0,0.090660542,9.07,Retained,0,Lower Risk,0,0
2,0,0,1,0,0,0,0,0,1,0,42,1,2,26,4,0.925,0.698,0.151,2.166666667,67.75342466,0.849077459,0.150922541,0.166666667,0.25,0,0,0.019401489,1.94,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,1,0,0,40,0,1,33,4,0.695,0.72,0.472,2.75,50.10465116,0.528010033,0.471989967,0.166666667,0.166666667,0,0,0.021823428,2.18,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,1,0,0,48,0,3,31,6,0.381,0.368,0,2.583333333,58.42307692,1,0,0.333333333,0.25,1,1,0.962739751,96.27,Churn,1,High Risk,0,0
2,0,0,0,0,0,1,0,0,0,0,42,1,3,34,2,0.651,0.627,0.522,2.833333333,59.69879518,0.477937964,0.522062036,0.083333333,0.083333333,0,0,0.007156908,0.72,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,0,1,0,0,1,38,1,3,26,6,0.549,0.689,0.064,2.166666667,49.84210526,0.936165034,0.063834966,0.25,0.083333333,0,0,0.027103286,2.71,Retained,0,Lower Risk,0,0
2,0,0,1,0,0,0,0,0,1,0,45,1,3,33,3,0.463,0.455,0,2.75,43.53125,1,0,0.25,0.083333333,0,1,0.541084021,54.11,Churn,1,High Risk,0,0
0,0,0,0,1,0,0,0,1,0,0,57,0,3,36,6,0.687,0.479,0.682,3,58.12676056,0.317617165,0.682382835,0.25,0.166666667,0,0,0.360887537,36.09,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,0,0,45,0,2,33,6,0.927,0.627,0.308,2.75,46.80722892,0.691828794,0.308171206,0.25,0.25,0,0,0.075522534,7.55,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,63,1,2,36,5,0.567,1.273,0.662,3,48.4,0.338315713,0.661684287,0.333333333,0.166666667,0,0,0.023326699,2.33,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,38,0,2,28,5,0.652,0.746,0.47,2.333333333,140.4854369,0.530051344,0.469948656,0.333333333,0.25,0,0,0.062538395,6.25,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,33,0,3,25,3,1.515,0.846,0.6,2.083333333,50.83333333,0.399653229,0.600346771,0.166666667,0.166666667,0,0,0.006149853,0.61,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,1,0,0,54,0,4,36,3,0.817,1.188,0.885,3,41.68571429,0.114805521,0.885194479,0.25,0.416666667,0,0,0.020868558,2.09,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,43,0,4,38,4,0.701,0.59,0.621,3.166666667,64.91935484,0.378531073,0.621468927,0.166666667,0.166666667,0,0,0.057999483,5.8,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,1,0,51,0,3,38,1,0.61,0.688,0.765,3.166666667,53.71604938,0.235361001,0.764638999,0.166666667,0.25,0,0,0.127883308,12.79,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,45,0,2,38,6,0.736,0.536,0.807,3.166666667,57.39534884,0.193269231,0.806730769,0.25,0.166666667,1,0,0.214278044,21.43,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,1,0,0,1,0,57,1,2,51,6,1.329,0.784,0,4.25,54.54545455,1,0,0.333333333,0.166666667,0,0,0.014233229,1.42,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,47,0,4,37,4,0.77,0.949,0.584,3.083333333,63.22368421,0.415804327,0.584195673,0.25,0.25,0,0,0.045800593,4.58,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,45,1,4,36,1,0.947,0.797,0.145,3,135.4,0.855206749,0.144793251,0.25,0.166666667,0,0,0.169860891,16.99,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,0,0,0,52,0,3,36,3,0.799,0.509,0.71,3,84.29069767,0.289526687,0.710473313,0.166666667,0.083333333,0,0,0.020406897,2.04,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,0,0,0,1,0,61,1,0,50,2,0.695,0.767,0,4.166666667,58.8490566,1,0,0.25,0.333333333,1,1,0.744561721,74.46,Churn,1,High Risk,0,0
0,0,0,0,0,0,1,0,1,0,0,45,0,2,36,2,0.986,0.673,0,3,63.67073171,1,0,0.25,0.083333333,0,0,0.202746627,20.27,Retained,0,Lower Risk,0,0
2,1,0,0,1,0,0,0,0,1,0,37,1,4,31,1,0.77,0.769,0.087,2.583333333,125.9130435,0.912698137,0.087301863,0.25,0.25,1,0,0.079412212,7.94,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,1,0,45,0,2,34,4,0.793,0.662,0.607,2.833333333,131.6666667,0.393187831,0.606812169,0.166666667,0.25,0,0,0.03487943,3.49,Retained,0,Lower Risk,0,0
4,1,0,0,0,0,1,0,0,0,0,43,1,2,24,4,0.426,0.406,0.056,2,27,0.943852127,0.056147873,0,0.166666667,0,0,0.028054322,2.81,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,52,0,1,44,5,0.799,0.967,0.491,3.666666667,61.06779661,0.509162952,0.490837048,0.166666667,0.166666667,0,0,0.010456562,1.05,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,1,0,0,46,0,2,36,2,0.957,0.821,0.619,3,56.84313725,0.380811808,0.619188192,0.166666667,0.25,1,0,0.100190665,10.02,Retained,0,Lower Risk,0,0
0,0,1,0,0,0,0,0,0,0,0,44,0,2,34,3,0.606,0.685,0.62,2.833333333,50.82417582,0.380299252,0.619700748,0.166666667,0.083333333,0,0,0.01115087,1.12,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,42,0,3,36,1,0.619,0.86,0.461,3,48.6125,0.538822526,0.461177474,0.083333333,0.166666667,0,0,0.055288041,5.53,Retained,0,Lower Risk,0,0
1,0,0,0,0,1,0,0,1,0,0,49,0,3,36,6,0.56,0.733,0.142,3,49.69230769,0.857722203,0.142277797,0.166666667,0.166666667,0,0,0.04525311,4.53,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,36,0,2,26,5,0.696,0.48,0.145,2.166666667,53.75675676,0.854889224,0.145110776,0.166666667,0.166666667,0,0,0.402725654,40.27,Retained,0,Lower Risk,0,0
0,1,0,0,0,0,0,1,1,0,0,46,0,2,39,1,1.139,0.687,0.03,3.25,141.2212389,0.969558413,0.030441587,0.166666667,0.083333333,0,0,0.035207719,3.52,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,1,0,0,35,1,4,36,3,0.674,0.745,0.529,3,53.14606742,0.471224578,0.528775422,0.25,0.25,0,0,0.05580384,5.58,Retained,0,Lower Risk,0,0
0,1,0,0,1,0,0,0,0,1,0,62,0,0,51,3,0.649,0.634,0,4.25,54.29850746,1,0,0.333333333,0.083333333,0,0,0.046291956,4.63,Retained,0,Lower Risk,0,0
0,0,1,0,0,0,0,0,1,0,0,42,0,4,24,3,0.183,0.091,0,2,49.66666667,1,0,0.25,0.166666667,1,1,0.987251446,98.73,Churn,1,High Risk,0,0
4,0,0,1,0,0,0,0,1,0,0,55,1,0,42,3,0.661,0.789,0.303,3.5,46.35294118,0.696820043,0.303179957,0.083333333,0.166666667,0,0,0.008429248,0.84,Retained,0,Lower Risk,0,0
