Churn,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Transaction_Amount_Change_Q4_Q1,Transaction_Count_Change_Q4_Q1,Avg_Utilization_Ratio,Customer_Tenure_Years,Average_Transaction_Value,Available_Credit_Ratio,Revolving_Balance_Ratio,Contact_Frequency,Inactivity_Ratio
Attrited Customer,48,F,4,Uneducated,Married,Less than $40K,Blue,38,3,0.76,0.455,0.0,3.1666666666666665,46.1875,1.0,0.0,0.25,0.16666666666666666
Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,32,6,1.162,2.875,0.941,2.6666666666666665,52.16129032258065,0.059111111111111114,0.9408888888888889,0.16666666666666666,0.25
Existing Customer,55,M,2,Graduate,Married,$120K +,Blue,50,3,1.317,1.0,0.141,4.166666666666667,46.8235294117647,0.8592891168926347,0.14071088310736535,0.0,0.16666666666666666
Existing Customer,47,F,4,Graduate,Married,Unknown,Blue,36,4,0.728,1.308,0.23,3.0,44.766666666666666,0.7704243783884839,0.22957562161151618,0.25,0.08333333333333333
Existing Customer,41,M,2,High School,Married,$80K - $120K,Blue,24,4,0.5720000000000001,0.625,0.118,2.0,33.41025641025641,0.8821268417680974,0.11787315823190263,0.25,0.08333333333333333
Existing Customer,40,M,3,High School,Single,$80K - $120K,Blue,28,5,1.047,0.467,0.0,2.3333333333333335,61.40909090909091,1.0,0.0,0.0,0.08333333333333333
Existing Customer,68,M,1,Graduate,Married,Unknown,Blue,56,5,1.255,1.909,0.119,4.666666666666667,59.6875,0.8808080808080808,0.1191919191919192,0.25,0.16666666666666666
Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Silver,31,2,0.868,0.5710000000000001,0.0,2.5833333333333335,59.0,1.0,0.0,0.25,0.16666666666666666
Existing Customer,47,M,4,Uneducated,Single,$60K - $80K,Blue,41,6,0.469,1.231,0.64,3.4166666666666665,37.48275862068966,0.3596673596673597,0.6403326403326404,0.16666666666666666,0.16666666666666666
Existing Customer,53,F,1,College,Married,Less than $40K,Blue,47,4,2.121,1.364,0.432,3.9166666666666665,55.34615384615385,0.5682451253481894,0.43175487465181056,0.25,0.16666666666666666
Existing Customer,42,F,5,Unknown,Married,$40K - $60K,Blue,36,3,0.7859999999999999,0.75,0.0,3.0,44.214285714285715,1.0,0.0,0.25,0.25
Existing Customer,48,F,4,High School,Single,$40K - $60K,Blue,38,6,1.3730000000000002,0.812,0.0,3.1666666666666665,59.172413793103445,1.0,0.0,0.25,0.08333333333333333
Existing Customer,49,M,1,Doctorate,Married,$120K +,Blue,38,6,0.5539999999999999,0.8,0.066,3.1666666666666665,40.7037037037037,0.9340025630072618,0.06599743699273815,0.25,0.08333333333333333
Existing Customer,44,F,2,Uneducated,Married,Unknown,Silver,35,4,1.3,2.4290000000000003,0.0,2.9166666666666665,44.083333333333336,1.0,0.0,0.16666666666666666,0.25
Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,Blue,34,2,0.971,0.706,0.612,2.8333333333333335,44.310344827586206,0.38841940532081376,0.6115805946791862,0.08333333333333333,0.25
Existing Customer,56,M,0,High School,Married,$80K - $120K,Blue,43,5,1.009,1.0,0.359,3.5833333333333335,58.964285714285715,0.6409537166900421,0.3590462833099579,0.08333333333333333,0.16666666666666666
Existing Customer,59,F,1,College,Single,Unknown,Blue,36,2,0.852,0.8240000000000001,0.309,3.0,37.16129032258065,0.6910511363636364,0.30894886363636365,0.25,0.25
Existing Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,36,3,1.248,2.167,0.1009999999999999,3.0,46.5,0.898773156068234,0.10122684393176597,0.16666666666666666,0.16666666666666666
Existing Customer,47,F,4,Unknown,Divorced,Less than $40K,Blue,41,6,0.508,0.263,0.607,3.4166666666666665,43.291666666666664,0.39287765651924184,0.6071223434807582,0.25,0.4166666666666667
Existing Customer,50,F,4,Uneducated,Married,$40K - $60K,Blue,40,5,1.077,1.3330000000000002,0.512,3.3333333333333335,40.357142857142854,0.48776508972267535,0.5122349102773246,0.25,0.16666666666666666
Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,43,3,0.682,0.429,0.8059999999999999,3.5833333333333335,54.833333333333336,0.1940503432494279,0.8059496567505721,0.16666666666666666,0.08333333333333333
Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,36,4,0.993,0.706,0.4629999999999999,3.0,48.724137931034484,0.5369335816263191,0.46306641837368095,0.0,0.08333333333333333
Existing Customer,58,F,4,Uneducated,Married,Less than $40K,Blue,47,3,1.456,2.286,0.77,3.9166666666666665,52.95652173913044,0.22997873848334516,0.7700212615166548,0.25,0.25
Attrited Customer,46,M,5,Graduate,Single,$80K - $120K,Blue,33,6,0.6579999999999999,0.7,0.076,2.75,35.11764705882353,0.9236694465504169,0.07633055344958302,0.25,0.25
Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,47,5,0.7759999999999999,0.828,0.0,3.9166666666666665,41.20754716981132,1.0,0.0,0.16666666666666666,0.16666666666666666
Existing Customer,45,F,4,Uneducated,Divorced,Unknown,Blue,36,4,0.86,1.467,0.108,3.0,43.027027027027025,0.8917165354330708,0.10828346456692914,0.25,0.25
Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,45,6,0.5670000000000001,0.75,0.133,3.75,49.57142857142857,0.8667760704162315,0.13322392958376847,0.25,0.25
Attrited Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,36,2,0.713,0.25,0.0,3.0,37.85,1.0,0.0,0.08333333333333333,0.16666666666666666
Existing Customer,50,M,2,High School,Married,$80K - $120K,Silver,45,3,0.588,0.789,0.037,3.75,44.23529411764706,0.9634951906362267,0.03650480936377332,0.25,0.08333333333333333
Existing Customer,41,F,3,High School,Married,$40K - $60K,Blue,36,4,0.644,0.478,0.146,3.0,44.205882352941174,0.8536286618352557,0.14637133816474432,0.16666666666666666,0.08333333333333333
Existing Customer,45,F,5,Graduate,Divorced,$40K - $60K,Blue,36,5,0.7909999999999999,0.867,0.171,3.0,39.464285714285715,0.8291346153846154,0.1708653846153846,0.16666666666666666,0.16666666666666666
Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,42,2,1.432,0.88,0.069,3.5,51.02127659574468,0.9314720812182741,0.06852791878172589,0.16666666666666666,0.08333333333333333
Existing Customer,67,F,1,Graduate,Married,Less than $40K,Blue,56,4,2.053,1.0,0.8370000000000001,4.666666666666667,51.90625,0.1626746506986028,0.8373253493013972,0.16666666666666666,0.25
Existing Customer,57,F,2,Uneducated,Single,$40K - $60K,Silver,36,6,0.706,1.444,0.055,3.0,64.5909090909091,0.9449748485781747,0.05502515142182528,0.0,0.25
Existing Customer,59,F,1,Uneducated,Married,$40K - $60K,Blue,36,4,0.35,0.556,0.294,3.0,35.67857142857143,0.7064958283671037,0.2935041716328963,0.25,0.16666666666666666
Existing Customer,45,M,2,Uneducated,Married,$40K - $60K,Blue,34,3,1.791,0.8,0.39,2.8333333333333335,77.05555555555556,0.6104661237220586,0.38953387627794145,0.08333333333333333,0.16666666666666666
Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,36,6,0.948,1.0,0.19,3.0,51.791666666666664,0.8102827300558256,0.18971726994417432,0.25,0.16666666666666666
Existing Customer,59,F,1,Uneducated,Married,Less than $40K,Blue,54,5,1.334,1.0,0.6920000000000001,4.5,51.666666666666664,0.30761245674740484,0.6923875432525951,0.0,0.25
Existing Customer,53,M,1,Graduate,Married,$60K - $80K,Blue,45,6,0.747,1.273,0.503,3.75,60.08,0.4967455621301775,0.5032544378698225,0.16666666666666666,0.16666666666666666
Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,36,2,0.949,1.083,0.059,3.0,29.2,0.9413529604800525,0.05864703951994749,0.16666666666666666,0.08333333333333333
Existing Customer,49,F,3,Uneducated,Single,Unknown,Blue,38,6,0.6459999999999999,0.286,0.0,3.1666666666666665,49.925925925925924,1.0,0.0,0.08333333333333333,0.16666666666666666
Existing Customer,49,M,3,Post-Graduate,Single,$80K - $120K,Blue,33,3,1.161,0.941,0.074,2.75,32.93939393939394,0.926409684612934,0.07359031538706594,0.0,0.08333333333333333
Existing Customer,60,F,0,College,Single,Less than $40K,Blue,55,5,0.782,0.5710000000000001,0.513,4.583333333333333,37.15151515151515,0.48689425015643467,0.5131057498435654,0.25,0.08333333333333333
Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,36,5,0.701,0.867,0.174,3.0,43.92857142857143,0.82618920363442,0.17381079636557992,0.16666666666666666,0.08333333333333333
Existing Customer,41,F,2,Post-Graduate,Married,Unknown,Blue,31,6,0.688,0.684,0.0,2.5833333333333335,48.59375,1.0,0.0,0.25,0.08333333333333333
Existing Customer,57,M,1,Graduate,Married,$80K - $120K,Blue,47,5,1.768,3.0,0.135,3.9166666666666665,76.125,0.8647686832740213,0.13523131672597866,0.08333333333333333,0.25
Existing Customer,43,M,4,Graduate,Unknown,$80K - $120K,Blue,27,5,0.731,0.591,0.0,2.25,39.31428571428572,1.0,0.0,0.0,0.16666666666666666
Existing Customer,57,F,3,Graduate,Married,Less than $40K,Blue,47,4,0.8959999999999999,0.762,0.251,3.9166666666666665,47.86486486486486,0.748857728060501,0.25114227193949895,0.25,0.16666666666666666
Existing Customer,54,M,3,Doctorate,Married,$120K +,Blue,41,3,1.097,0.529,0.078,3.4166666666666665,36.01923076923077,0.9223786587625046,0.07762134123749537,0.0,0.25
Existing Customer,51,F,5,Post-Graduate,Married,Less than $40K,Blue,44,5,0.971,0.556,0.4629999999999999,3.6666666666666665,39.976190476190474,0.5366772977674689,0.4633227022325312,0.08333333333333333,0.08333333333333333
Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,34,2,0.8190000000000001,0.5710000000000001,0.133,2.8333333333333335,45.54545454545455,0.8674518911745189,0.1325481088254811,0.16666666666666666,0.08333333333333333
Existing Customer,41,M,0,High School,Unknown,$120K +,Blue,36,3,0.8290000000000001,1.1,0.11,3.0,64.0,0.890304161633908,0.10969583836609202,0.25,0.16666666666666666
Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,43,3,1.642,0.75,0.087,3.5833333333333335,34.785714285714285,0.9131946562557189,0.0868053437442811,0.08333333333333333,0.25
Attrited Customer,68,M,0,High School,Married,Less than $40K,Blue,52,1,0.743,0.615,0.626,4.333333333333333,36.19047619047619,0.37426128067857883,0.6257387193214211,0.16666666666666666,0.25
Existing Customer,59,M,1,College,Married,$60K - $80K,Blue,36,4,1.242,1.444,0.214,3.0,64.9090909090909,0.7856689111929869,0.2143310888070131,0.16666666666666666,0.08333333333333333
Existing Customer,48,M,4,Unknown,Married,$80K - $120K,Blue,36,5,0.8690000000000001,0.75,0.1639999999999999,3.0,42.30952380952381,0.836232980332829,0.16376701966717094,0.0,0.25
Existing Customer,44,M,5,Graduate,Married,$60K - $80K,Blue,32,4,0.619,0.8,0.176,2.6666666666666665,48.22222222222222,0.8236638537271449,0.17633614627285513,0.25,0.4166666666666667
Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,41,4,1.509,0.519,0.133,3.4166666666666665,36.170731707317074,0.8673386441229068,0.13266135587709316,0.25,0.4166666666666667
Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,33,3,0.623,0.5,0.049,2.75,39.25925925925926,0.9513558929192258,0.048644107080774136,0.08333333333333333,0.16666666666666666
Existing Customer,47,M,2,Graduate,Married,$60K - $80K,Silver,32,4,0.505,0.684,0.043,2.6666666666666665,41.5625,0.9574689998841117,0.042531000115888284,0.16666666666666666,0.16666666666666666
Existing Customer,43,F,1,High School,Divorced,Less than $40K,Silver,35,3,0.504,0.8,0.15,2.9166666666666665,45.51851851851852,0.8497241772874263,0.1502758227125737,0.16666666666666666,0.16666666666666666
Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Blue,43,2,0.7070000000000001,0.421,0.0,3.5833333333333335,32.81481481481482,1.0,0.0,0.25,0.3333333333333333
Attrited Customer,59,M,2,Post-Graduate,Married,$60K - $80K,Blue,46,3,0.688,0.5,0.0,3.8333333333333335,35.166666666666664,1.0,0.0,0.25,0.25
Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,56,2,1.259,0.947,0.679,4.666666666666667,39.189189189189186,0.3207331042382589,0.6792668957617412,0.16666666666666666,0.08333333333333333
Existing Customer,58,M,2,College,Married,$120K +,Blue,53,2,1.071,0.7140000000000001,0.098,4.416666666666667,48.145833333333336,0.9018724136518212,0.09812758634817881,0.0,0.25
Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36,4,0.93,1.167,0.6940000000000001,3.0,53.0,0.3062684055532183,0.6937315944467817,0.16666666666666666,0.08333333333333333
Existing Customer,59,M,0,Unknown,Unknown,$80K - $120K,Silver,40,3,1.327,1.364,0.039,3.3333333333333335,39.73076923076923,0.9606269556147874,0.039373044385212656,0.25,0.16666666666666666
Existing Customer,52,M,3,Graduate,Married,$120K +,Blue,47,5,0.8690000000000001,1.105,0.1989999999999999,3.9166666666666665,38.075,0.8009200793793975,0.19907992062060256,0.25,0.25
Existing Customer,48,M,3,High School,Single,$60K - $80K,Blue,36,4,0.615,0.762,0.22,3.0,37.13513513513514,0.7798285514345696,0.22017144856543036,0.16666666666666666,0.16666666666666666
Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,36,5,0.908,1.3330000000000002,0.13,3.0,51.42857142857143,0.8701915824407904,0.12980841755920952,0.16666666666666666,0.25
Existing Customer,48,M,2,College,Single,Less than $40K,Blue,36,3,0.531,0.7140000000000001,0.76,3.0,51.416666666666664,0.2395954881369117,0.7604045118630883,0.25,0.16666666666666666
Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,31,5,0.638,0.455,0.2019999999999999,2.5833333333333335,50.0,0.7979588306521364,0.2020411693478637,0.0,0.16666666666666666
Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,30,5,0.971,0.882,0.319,2.5,36.09375,0.681275406504065,0.31872459349593496,0.16666666666666666,0.08333333333333333
Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,35,6,0.603,0.737,0.035,2.9166666666666665,41.0,0.9651755707497972,0.03482442925020281,0.16666666666666666,0.08333333333333333
Existing Customer,44,F,3,Uneducated,Divorced,Less than $40K,Silver,38,4,2.3680000000000003,1.273,0.165,3.1666666666666665,61.84,0.8350858272670082,0.16491417273299183,0.25,0.08333333333333333
Existing Customer,50,M,2,Unknown,Single,$40K - $60K,Blue,43,2,0.579,1.263,0.863,3.5833333333333335,36.97674418604651,0.1367797522886376,0.8632202477113624,0.25,0.08333333333333333
Existing Customer,60,F,1,Uneducated,Married,Less than $40K,Blue,36,5,1.008,1.0,0.665,3.0,65.81818181818181,0.3350757971772086,0.6649242028227914,0.0,0.08333333333333333
Existing Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,24,5,0.569,0.7140000000000001,0.598,2.0,52.958333333333336,0.40218806980984634,0.5978119301901537,0.0,0.25
Existing Customer,48,F,3,Graduate,Divorced,$40K - $60K,Blue,39,6,0.616,0.5379999999999999,0.539,3.25,61.15,0.46052009456264775,0.5394799054373522,0.25,0.16666666666666666
Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,27,5,0.8590000000000001,1.071,0.472,2.25,38.51724137931034,0.5279148995341723,0.47208510046582774,0.16666666666666666,0.16666666666666666
Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,28,4,0.75,0.846,0.064,2.3333333333333335,41.416666666666664,0.9355454676466349,0.06445453235336504,0.0,0.25
Existing Customer,45,M,3,College,Single,$60K - $80K,Blue,32,4,0.81,0.625,0.0,2.6666666666666665,56.46153846153846,1.0,0.0,0.16666666666666666,0.08333333333333333
Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,Silver,34,6,0.853,0.357,0.16,2.8333333333333335,43.63157894736842,0.8398904741317192,0.16010952586828073,0.16666666666666666,0.3333333333333333
Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,36,3,0.604,0.407,0.42,3.0,36.0,0.580167417900837,0.4198325820991629,0.25,0.08333333333333333
Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,44,4,0.613,0.8,0.048,3.6666666666666665,67.66666666666667,0.951732529841233,0.04826747015876695,0.25,0.25
Attrited Customer,60,F,1,Uneducated,Married,$40K - $60K,Blue,50,4,0.838,0.7140000000000001,0.713,4.166666666666667,58.5,0.2873531252172704,0.7126468747827296,0.25,0.3333333333333333
Existing Customer,57,M,2,Unknown,Married,$80K - $120K,Blue,46,2,1.727,2.0,0.092,3.8333333333333335,72.19047619047619,0.9077950294102062,0.09220497058979386,0.0,0.25
Existing Customer,41,M,5,Graduate,Single,$120K +,Blue,29,5,1.073,1.0,0.336,2.4166666666666665,50.38461538461539,0.6642980603034376,0.3357019396965623,0.16666666666666666,0.16666666666666666
Existing Customer,44,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,6,0.921,0.923,0.092,3.0,35.34,0.9084887280823825,0.09151127191761758,0.16666666666666666,0.16666666666666666
Existing Customer,43,M,1,College,Single,$60K - $80K,Blue,37,6,0.767,0.923,0.6659999999999999,3.0833333333333335,37.32,0.3344310281741676,0.6655689718258324,0.25,0.25
Existing Customer,55,M,2,College,Married,$60K - $80K,Blue,48,4,1.207,1.455,0.147,4.0,56.0,0.8532099740494189,0.14679002595058108,0.16666666666666666,0.25
Attrited Customer,52,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,0.723,0.7,0.987,3.0,48.76470588235294,0.012924071082390954,0.9870759289176091,0.25,0.25
Existing Customer,44,M,3,Graduate,Unknown,$80K - $120K,Blue,33,3,0.483,0.35,0.0,2.75,41.48148148148148,1.0,0.0,0.25,0.25
Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,30,5,0.5379999999999999,0.941,0.11,2.5,45.63636363636363,0.8899792923381651,0.11002070766183487,0.25,0.25
Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,34,4,0.621,2.273,0.073,2.8333333333333335,38.44444444444444,0.9265285310341631,0.07347146896583692,0.16666666666666666,0.08333333333333333
Attrited Customer,53,F,2,Unknown,Married,Less than $40K,Blue,33,2,0.993,0.667,0.88,2.75,27.233333333333334,0.11962224554039874,0.8803777544596013,0.25,0.25
Existing Customer,39,M,2,High School,Single,$80K - $120K,Blue,36,4,1.148,0.667,0.28,3.0,83.76,0.7200607325868286,0.2799392674131714,0.16666666666666666,0.16666666666666666
Attrited Customer,49,M,5,College,Married,$40K - $60K,Blue,45,2,0.7340000000000001,0.615,0.0,3.75,38.80952380952381,1.0,0.0,0.25,0.16666666666666666
Attrited Customer,45,F,2,College,Married,Less than $40K,Blue,36,1,0.789,0.6,0.0,3.0,21.25,1.0,0.0,0.16666666666666666,0.25
Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,46,6,0.939,0.69,0.65,3.8333333333333335,28.102040816326532,0.3496468213925328,0.6503531786074672,0.25,0.16666666666666666
Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,43,2,0.912,0.65,0.355,3.5833333333333335,36.15151515151515,0.6447793326157158,0.35522066738428415,0.16666666666666666,0.16666666666666666
Existing Customer,46,F,3,Doctorate,Single,Unknown,Blue,36,6,0.3429999999999999,0.636,0.7609999999999999,3.0,35.75,0.23892188213796253,0.7610781178620375,0.16666666666666666,0.25
Attrited Customer,46,M,4,High School,Married,$120K +,Blue,30,3,0.98,0.727,0.0,2.5,36.89473684210526,1.0,0.0,0.25,0.25
Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,38,4,1.018,0.923,0.072,3.1666666666666665,70.8,0.9280886218550507,0.0719113781449493,0.16666666666666666,0.08333333333333333
Existing Customer,44,M,2,Doctorate,Single,$60K - $80K,Blue,36,5,0.435,0.1669999999999999,0.327,3.0,40.25714285714286,0.6726936782367692,0.3273063217632308,0.16666666666666666,0.08333333333333333
Existing Customer,50,M,3,Post-Graduate,Single,$120K +,Blue,31,4,0.868,0.647,0.4589999999999999,2.5833333333333335,48.357142857142854,0.5405071119356833,0.45949288806431665,0.16666666666666666,0.08333333333333333
Existing Customer,73,M,0,High School,Married,$40K - $60K,Blue,36,5,1.3630000000000002,1.615,0.252,3.0,51.911764705882355,0.7482658312821661,0.251734168717834,0.16666666666666666,0.25
Existing Customer,56,M,3,Unknown,Unknown,$40K - $60K,Blue,46,6,0.5379999999999999,0.588,0.244,3.8333333333333335,44.148148148148145,0.7563573883161512,0.2436426116838488,0.3333333333333333,0.25
Attrited Customer,59,M,0,High School,Single,$40K - $60K,Blue,48,2,0.616,0.545,0.291,4.0,40.411764705882355,0.7085176991150443,0.29148230088495575,0.25,0.3333333333333333
Existing Customer,70,M,0,High School,Married,Less than $40K,Blue,56,3,0.581,0.875,0.46,4.666666666666667,81.8,0.5402829028290282,0.4597170971709717,0.25,0.16666666666666666
